original_name,cleaned_name,aligned_name,taxonomic_dataset,taxon_rank,aligned_reason,alignment_code
Chorizema ulotropis,Chorizema ulotropis,Chorizema ulotropis,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Chthonocephalus multiceps,Chthonocephalus multiceps,Chthonocephalus multiceps,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Cladia ferdinandii,Cladia ferdinandii,Cladia ferdinandii,APNI,species,Exact match of taxon name to an APNI-listed canonical name once punctuation and filler words are removed (2023-09-08),match_08a_APNI_canonical_name
Coleanthera coelophylla,Coleanthera coelophylla,Coleanthera coelophylla,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Comesperma calcicola,Comesperma calcicola,Comesperma calcicola,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Comesperma lanceolatum,Comesperma lanceolatum,Comesperma lanceolatum,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Commersonia sp. Mt Groper (R. Cranfield & D. Kabay 9157),Commersonia sp. Mt Groper (R. Cranfield & D. Kabay 9157),Commersonia sp. Mount Groper (R.Cranfield & D.Kabay 9157),APC,species,Imprecise fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_10b_imprecise_fuzzy_known_canonical_name
Conospermum coerulescens ssp. coerulescens,Conospermum coerulescens subsp. coerulescens,Conospermum coerulescens subsp. coerulescens,APC,subspecies,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Conospermum distichium,Conospermum distichium,Conospermum distichum,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Conospermum distichium,Conospermum distichium,Conospermum distichum,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Conospermum dorrienii,Conospermum dorrienii,Conospermum dorrienii,APC,species,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_06b_known_canonical_name
Conospermum leianthum ssp orientale,Conospermum leianthum subsp. orientale,Conospermum leianthum subsp. orientale,APC,subspecies,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Conospermum leianthumssp leianthum,Conospermum leianthumssp leianthum,Conospermum leianthum subsp. leianthum,APC,subspecies,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Conospermum quadripetalum,Conospermum quadripetalum,Conospermum quadripetalum,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Conospermum sigmoideum,Conospermum sigmoideum,Conospermum sigmoideum,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Conospermum spectabile,Conospermum spectabile,Conospermum spectabile,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Conospermum teretifolium,Conospermum teretifolium,Conospermum teretifolium,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Conostephium marchantiorum,Conostephium marchantiorum,Conostephium marchantiorum,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Conostephium uncinatum,Conostephium uncinatum,Conostephium uncinatum,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Conostylis lepidospermoides,Conostylis lepidospermoides,Conostylis lepidospermoides,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Conostylis misera,Conostylis misera,Conostylis misera,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Conostylis seorsiflora ssp. Nyabing(A.Coates s.n.),Conostylis seorsiflora subsp. Nyabing(A.Coates s.n.),Conostylis seorsiflora subsp. Nyabing (A.Coates s.n. 2/10/1998),APC,subspecies,Exact match of the first three words of the taxon name to an APC-accepted canonical name (2023-09-08),match_12a_trinomial_exact_accepted
Conothamnus aureus,Conothamnus aureus,Conothamnus aureus,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Coopernookia georgei,Coopernookia georgei,Coopernookia georgei,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Corybas limpidus,Corybas limpidus,Corybas limpidus,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Corymbia calophylla,Corymbia calophylla,Corymbia calophylla,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Corymbia calophylla,Corymbia calophylla,Corymbia calophylla,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Corymbia calophylla,Corymbia calophylla,Corymbia calophylla,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Cosmelia rubra,Cosmelia rubra,Cosmelia rubra,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Cratystylis conocephala,Cratystylis conocephala,Cratystylis conocephala,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Cryptandra arbutiflora var.. pygmaea,Cryptandra arbutiflora var. pygmaea,Cryptandra arbutiflora var. pygmaea,APC,variety,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Cryptandra congesta,Cryptandra congesta,Cryptandra congesta,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Cryptandra congesta,Cryptandra congesta,Cryptandra congesta,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Cryptandra craigiae,Cryptandra craigiae,Cryptandra craigiae,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Cryptandra exserta,Cryptandra exserta,Cryptandra exserta,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Cryptandra inconspicua,Cryptandra inconspicua,Cryptandra inconspicua,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Cryptandra polyclada ssp. polyclada,Cryptandra polyclada subsp. polyclada,Cryptandra polyclada subsp. polyclada,APC,subspecies,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Cyanicula deformis,Cyanicula deformis,Cyanicula deformis,APC,species,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_06b_known_canonical_name
Cyathochaeta stipoides,Cyathochaeta stipoides,Cyathochaeta stipoides,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Cyathochaeta teretifolia,Cyathochaeta teretifolia,Cyathochaeta teretifolia,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Cyathostemon sp. Dowak (J.M. Fox 86/271),Cyathostemon sp. Dowak (J.M. Fox 86/271),Cyathostemon sp. Dowak (J.M.Fox 86/271),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Cyathostemon sp. Lake King (M.E. & M.E. Trudgen 1462),Cyathostemon sp. Lake King (M.E. & M.E. Trudgen 1462),Cyathostemon sp. Lake King (M.E. & M.E.Trudgen 1462),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Cyathostemon sp. Salmon Gums (B. Archer 769),Cyathostemon sp. Salmon Gums (B. Archer 769),Cyathostemon sp. Salmon Gums (B.Archer 769),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Cymbonotus preissianus,Cymbonotus preissianus,Cymbonotus preissianus,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Dampiera decurrens,Dampiera decurrens,Dampiera decurrens,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Dampiera deltoidea,Dampiera deltoidea,Dampiera deltoidea,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Dampiera fitzgeraldensis,Dampiera fitzgeraldensis,Dampiera fitzgeraldensis,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Dampiera orchardii,Dampiera orchardii,Dampiera orchardii,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Dampiera sericantha,Dampiera sericantha,Dampiera sericantha,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
